Incentive Strategy,Total to Distribute,Time taken to achieve 95% adoption
['Lowest_gamma'],62931.03448275862,1.0
['Lowest_gamma'],64482.75862068965,1.0
['Lowest_gamma'],66034.4827586207,1.0
['Lowest_gamma'],67586.20689655172,1.0
['Lowest_gamma'],69137.93103448275,1.0
['Lowest_gamma'],70689.6551724138,1.0
['Lowest_gamma'],72241.37931034483,1.0
['Lowest_gamma'],73793.10344827586,1.0
['Lowest_gamma'],75344.8275862069,1.0
['Lowest_gamma'],76896.55172413793,1.0
['Lowest_gamma'],78448.27586206896,1.0
['Lowest_gamma'],80000.0,1.0
Incentive Strategy,Total to Distribute,Gini coefficient
['Random'],35000.0,0.8962121311112117
['Random'],36551.724137931036,0.8878383192998551
['Random'],38103.44827586207,0.8830323842408293
['Random'],39655.1724137931,0.8754379743851752
['Random'],41206.89655172414,0.8675064172206268
['Random'],42758.620689655174,0.858743819574113
['Random'],44310.3448275862,0.8526700683242401
['Random'],45862.06896551724,0.8448242263842225
['Random'],47413.793103448275,0.839180841739906
['Random'],48965.51724137931,0.8315952049851717
['Random'],50517.24137931035,0.8249308554134127
['Random'],52068.96551724138,0.8183162707493102
['Random'],53620.68965517241,0.8138566340416061
['Random'],55172.41379310345,0.8054932776191027
['Random'],56724.13793103448,0.7989533816366648
['Random'],58275.862068965514,0.7981832354329466
['Random'],59827.58620689655,0.7981832354329466
['Random'],61379.31034482759,0.7981832354329466
['Random'],62931.03448275862,0.7981832354329466
['Random'],64482.75862068965,0.7981832354329466
['Random'],66034.4827586207,0.7981832354329466
['Random'],67586.20689655172,0.7981832354329466
['Random'],69137.93103448275,0.7981832354329466
['Random'],70689.6551724138,0.7981832354329466
['Random'],72241.37931034483,0.7981832354329466
['Random'],73793.10344827586,0.7981832354329466
['Random'],75344.8275862069,0.7981832354329466
['Random'],76896.55172413793,0.7981832354329466
['Random'],78448.27586206896,0.7981832354329466
['Random'],80000.0,0.7981832354329466
['Highest_degree'],35000.0,0.9136841640433222
['Highest_degree'],36551.724137931036,0.9063721288920734
['Highest_degree'],38103.44827586207,0.9015046424410589
['Highest_degree'],39655.1724137931,0.8970462033009217
['Highest_degree'],41206.89655172414,0.8905287040175526
['Highest_degree'],42758.620689655174,0.8839949576728514
['Highest_degree'],44310.3448275862,0.8765719901804776
['Highest_degree'],45862.06896551724,0.8713530582268803
['Highest_degree'],47413.793103448275,0.8657401073234986
['Highest_degree'],48965.51724137931,0.8586541455612061
['Highest_degree'],50517.24137931035,0.8512406555654266
['Highest_degree'],52068.96551724138,0.84601592239597
